date,channel,device,country,sessions,add_to_cart,checkout_start,purchases,cac_modeled
2025-12-23,Paid Social,Desktop,CA,869,117,67,41,1.41
2025-12-23,Organic Search,Mobile,CA,697,102,65,44,1.13
2025-12-23,Organic Search,Desktop,AU,521,60,47,33,1.08
2025-12-23,Email,Mobile,AU,1180,93,58,27,0.7
2025-12-23,Email,Desktop,AU,1058,146,81,38,0.67
2025-12-23,Direct,Mobile,AU,1304,139,108,68,1.24
2025-12-23,Direct,Desktop,CA,1066,147,81,51,0.66
2025-12-24,Paid Search,Mobile,CA,1242,120,91,54,0.64
2025-12-24,Paid Search,Desktop,US,905,75,47,25,1.61
2025-12-24,Paid Social,Mobile,CA,1291,165,124,86,1.84
2025-12-24,Paid Social,Desktop,CA,926,89,50,35,1.48
2025-12-24,Organic Search,Mobile,US,979,108,85,39,0.72
2025-12-24,Organic Search,Desktop,UK,1000,104,61,29,1.93
2025-12-24,Email,Mobile,DE,1389,156,117,79,1.48
2025-12-24,Email,Desktop,AU,849,110,82,37,0.5
2025-12-24,Direct,Mobile,AU,1577,138,94,49,1.52
2025-12-24,Direct,Desktop,US,971,88,55,32,1.9
2025-12-25,Paid Search,Mobile,UK,752,88,69,45,1.45
2025-12-25,Paid Search,Desktop,US,959,102,61,34,1.59
2025-12-25,Paid Social,Mobile,DE,1030,134,79,56,1.44
2025-12-25,Paid Social,Desktop,DE,934,126,83,47,1.51
2025-12-25,Organic Search,Mobile,US,1100,163,115,70,0.87
2025-12-25,Organic Search,Desktop,AU,546,45,31,19,0.7
2025-12-25,Email,Mobile,US,1726,251,189,102,0.81
2025-12-25,Email,Desktop,UK,548,66,39,19,0.82
2025-12-25,Direct,Mobile,US,1457,104,69,32,1.11
2025-12-25,Direct,Desktop,AU,1227,108,66,46,1.79
2025-12-26,Paid Search,Mobile,DE,1115,95,53,29,0.89
2025-12-26,Paid Search,Desktop,US,652,50,39,26,1.43
2025-12-26,Paid Social,Mobile,AU,844,76,55,28,1.76
2025-12-26,Paid Social,Desktop,CA,1250,139,101,56,1.68
2025-12-26,Organic Search,Mobile,US,710,91,72,40,0.59
2025-12-26,Organic Search,Desktop,DE,571,64,35,23,0.84
2025-12-26,Email,Mobile,AU,1397,193,136,69,1.01
2025-12-26,Email,Desktop,US,917,77,46,29,1.01
2025-12-26,Direct,Mobile,AU,1865,262,211,111,1.42
2025-12-26,Direct,Desktop,AU,599,88,53,35,1.9
2025-12-27,Paid Search,Mobile,US,718,90,68,40,1.86
2025-12-27,Paid Search,Desktop,US,1047,135,75,37,1.55
2025-12-27,Paid Social,Mobile,AU,1369,174,133,62,1.2
2025-12-27,Paid Social,Desktop,DE,929,67,44,21,1.68
2025-12-27,Organic Search,Mobile,UK,800,106,68,38,0.61
2025-12-27,Organic Search,Desktop,AU,893,131,100,51,1.65
2025-12-27,Email,Mobile,AU,1092,91,59,42,1.79
2025-12-27,Email,Desktop,UK,1226,143,112,75,0.43
2025-12-27,Direct,Mobile,DE,1676,242,175,112,1.7
2025-12-27,Direct,Desktop,UK,1542,179,101,51,1.09
2025-12-28,Paid Search,Mobile,AU,363,49,33,23,1.53
2025-12-28,Paid Search,Desktop,UK,1254,106,58,37,0.53
2025-12-28,Paid Social,Mobile,UK,1491,120,97,62,1.83
2025-12-28,Paid Social,Desktop,UK,1184,97,53,34,1.81
2025-12-28,Organic Search,Mobile,US,1348,140,97,46,0.73
2025-12-28,Organic Search,Desktop,UK,507,57,43,20,1.22
2025-12-28,Email,Mobile,AU,579,69,55,34,1.13
2025-12-28,Email,Desktop,AU,1191,169,121,79,1.7
2025-12-28,Direct,Mobile,DE,1308,129,79,55,0.55
2025-12-28,Direct,Desktop,UK,383,55,43,29,1.9
2025-12-29,Paid Search,Mobile,UK,1087,78,48,26,1.53
2025-12-29,Paid Search,Desktop,UK,753,99,58,34,0.77
2025-12-29,Paid Social,Mobile,CA,1595,224,140,97,1.44
2025-12-29,Paid Social,Desktop,DE,732,67,52,27,1.1
2025-12-29,Organic Search,Mobile,DE,1231,113,65,34,0.88
2025-12-29,Organic Search,Desktop,CA,692,58,39,21,0.52
2025-12-29,Email,Mobile,US,582,43,28,15,1.22
2025-12-29,Email,Desktop,US,960,73,55,33,1.45
2025-12-29,Direct,Mobile,UK,1028,143,87,41,0.68
2025-12-29,Direct,Desktop,CA,169,20,15,8,0.69
2025-12-30,Paid Search,Mobile,DE,1262,155,108,65,1.54
2025-12-30,Paid Search,Desktop,DE,575,74,53,30,1.61
2025-12-30,Paid Social,Mobile,CA,1369,178,141,79,1.1
2025-12-30,Paid Social,Desktop,UK,559,79,49,29,0.44
2025-12-30,Organic Search,Mobile,UK,1173,118,92,64,1.72
2025-12-30,Organic Search,Desktop,CA,1056,95,60,42,1.9
2025-12-30,Email,Mobile,US,873,76,47,28,0.79
2025-12-30,Email,Desktop,CA,964,76,46,31,1.0
2025-12-30,Direct,Mobile,DE,1024,80,48,33,1.63
2025-12-30,Direct,Desktop,CA,1025,81,46,24,0.88
2025-12-31,Paid Search,Mobile,AU,1045,143,98,68,1.75
2025-12-31,Paid Search,Desktop,UK,713,104,68,34,1.07
2025-12-31,Paid Social,Mobile,CA,934,104,84,45,1.26
2025-12-31,Paid Social,Desktop,UK,1101,107,86,42,0.72
2025-12-31,Organic Search,Mobile,US,1614,183,118,55,0.46
2025-12-31,Organic Search,Desktop,AU,794,101,75,37,0.98
2025-12-31,Email,Mobile,UK,1468,154,116,60,1.5
2025-12-31,Email,Desktop,AU,1149,110,71,34,0.91
2025-12-31,Direct,Mobile,US,1261,166,133,81,0.54
2025-12-31,Direct,Desktop,US,447,63,48,34,1.27
2026-01-01,Paid Search,Mobile,DE,1235,170,115,68,0.4
2026-01-01,Paid Search,Desktop,DE,368,30,19,10,1.47
2026-01-01,Paid Social,Mobile,AU,1203,169,126,64,0.73
2026-01-01,Paid Social,Desktop,UK,362,41,27,12,1.22
2026-01-01,Organic Search,Mobile,US,989,123,84,56,1.78
2026-01-01,Organic Search,Desktop,UK,637,61,46,22,1.55
2026-01-01,Email,Mobile,UK,160,18,12,7,0.94
2026-01-01,Email,Desktop,AU,1394,171,94,45,1.08
2026-01-01,Direct,Mobile,DE,985,135,80,45,1.66
2026-01-01,Direct,Desktop,UK,1109,115,73,37,0.92
2026-01-02,Paid Search,Mobile,UK,1367,201,114,63,1.12
2026-01-02,Paid Search,Desktop,DE,1058,97,78,49,1.26
2026-01-02,Paid Social,Mobile,UK,1484,215,160,94,1.38
2026-01-02,Paid Social,Desktop,CA,367,29,16,7,1.69
2026-01-02,Organic Search,Mobile,UK,1096,110,89,60,0.87
2026-01-02,Organic Search,Desktop,CA,609,88,56,36,1.18
2026-01-02,Email,Mobile,DE,1289,151,99,60,1.76
2026-01-02,Email,Desktop,US,957,134,105,53,1.6
2026-01-02,Direct,Mobile,DE,1276,124,75,38,1.03
2026-01-02,Direct,Desktop,CA,704,95,76,49,0.64
2026-01-03,Paid Search,Mobile,AU,1627,217,153,102,1.64
2026-01-03,Paid Search,Desktop,CA,1177,127,93,62,0.93
2026-01-03,Paid Social,Mobile,AU,1286,142,90,50,1.76
2026-01-03,Paid Social,Desktop,DE,871,61,39,23,1.39
2026-01-03,Organic Search,Mobile,US,871,69,52,34,1.23
2026-01-03,Organic Search,Desktop,UK,912,125,79,50,0.9
2026-01-03,Email,Mobile,UK,1050,123,86,56,1.21
2026-01-03,Email,Desktop,AU,684,63,40,22,0.97
2026-01-03,Direct,Mobile,DE,2025,245,173,108,0.46
2026-01-03,Direct,Desktop,CA,454,64,36,24,0.68
2026-01-04,Paid Search,Mobile,UK,1026,133,108,61,1.85
2026-01-04,Paid Search,Desktop,DE,654,67,52,30,1.45
2026-01-04,Paid Social,Mobile,AU,1635,229,171,120,0.92
2026-01-04,Paid Social,Desktop,CA,901,114,70,41,1.49
2026-01-04,Organic Search,Mobile,US,1695,230,184,96,0.57
2026-01-04,Organic Search,Desktop,DE,1020,107,63,43,0.5
2026-01-04,Email,Mobile,US,823,77,46,25,1.32
2026-01-04,Email,Desktop,CA,890,67,50,28,0.95
2026-01-04,Direct,Mobile,DE,1232,96,78,45,1.74
2026-01-04,Direct,Desktop,AU,1149,137,93,51,0.38
2026-01-05,Paid Search,Mobile,US,1758,203,129,73,1.62
2026-01-05,Paid Search,Desktop,DE,1083,107,70,40,1.02
2026-01-05,Paid Social,Mobile,US,999,76,44,21,1.02
2026-01-05,Paid Social,Desktop,DE,1130,156,121,65,0.52
2026-01-05,Organic Search,Mobile,DE,1658,223,141,65,0.74
2026-01-05,Organic Search,Desktop,CA,528,73,58,33,1.26
2026-01-05,Email,Mobile,US,1076,123,72,40,0.83
2026-01-05,Email,Desktop,DE,709,62,41,25,1.49
2026-01-05,Direct,Mobile,US,1192,114,79,53,1.7
2026-01-05,Direct,Desktop,AU,1010,72,51,35,1.65
2026-01-06,Paid Search,Mobile,US,1602,212,163,110,1.79
2026-01-06,Paid Search,Desktop,CA,870,62,40,22,0.41
2026-01-06,Paid Social,Mobile,UK,1579,208,143,77,1.25
2026-01-06,Paid Social,Desktop,AU,1090,93,56,34,1.63
2026-01-06,Organic Search,Mobile,UK,1217,128,95,50,1.79
2026-01-06,Organic Search,Desktop,DE,860,87,62,34,1.53
2026-01-06,Email,Mobile,DE,850,73,43,26,1.74
2026-01-06,Email,Desktop,US,991,100,57,32,1.93
2026-01-06,Direct,Mobile,UK,1247,100,60,33,1.63
2026-01-06,Direct,Desktop,DE,964,130,85,44,0.83
2026-01-07,Paid Search,Mobile,UK,859,105,78,41,1.69
2026-01-07,Paid Search,Desktop,AU,1140,131,96,61,1.38
2026-01-07,Paid Social,Mobile,UK,696,73,55,39,0.87
2026-01-07,Paid Social,Desktop,US,892,123,97,58,1.39
2026-01-07,Organic Search,Mobile,US,962,118,85,51,1.63
2026-01-07,Organic Search,Desktop,AU,1062,103,74,51,0.57
2026-01-07,Email,Mobile,AU,205,16,10,5,1.7
2026-01-07,Email,Desktop,CA,924,90,63,41,1.34
2026-01-07,Direct,Mobile,UK,1654,221,153,70,1.57
2026-01-07,Direct,Desktop,CA,822,114,87,62,1.28
2026-01-08,Paid Search,Mobile,AU,1161,154,96,58,0.96
2026-01-08,Paid Search,Desktop,AU,1057,74,53,38,0.89
2026-01-08,Paid Social,Mobile,US,853,116,75,46,1.93
2026-01-08,Paid Social,Desktop,CA,739,64,43,21,0.5
2026-01-08,Organic Search,Mobile,CA,1671,151,100,46,0.57
2026-01-08,Organic Search,Desktop,UK,354,35,21,10,0.46
2026-01-08,Email,Mobile,UK,1380,124,99,69,0.6
2026-01-08,Email,Desktop,DE,1158,171,135,65,1.12
2026-01-08,Direct,Mobile,DE,913,122,94,58,1.45
2026-01-08,Direct,Desktop,AU,616,92,61,43,1.81
2026-01-09,Paid Search,Mobile,AU,1045,109,65,39,1.22
2026-01-09,Paid Search,Desktop,US,713,66,52,35,0.65
2026-01-09,Paid Social,Mobile,UK,546,42,33,23,1.18
2026-01-09,Paid Social,Desktop,US,1054,117,90,52,1.43
2026-01-09,Organic Search,Mobile,DE,959,132,93,57,1.1
2026-01-09,Organic Search,Desktop,DE,957,129,75,36,1.25
2026-01-09,Email,Mobile,AU,503,71,43,26,0.38
2026-01-09,Email,Desktop,DE,937,70,43,20,1.77
2026-01-09,Direct,Mobile,CA,1547,114,87,45,0.51
2026-01-09,Direct,Desktop,DE,1062,118,66,31,1.45
2026-01-10,Paid Search,Mobile,US,824,76,55,30,1.45
2026-01-10,Paid Search,Desktop,US,1167,86,55,33,1.07
2026-01-10,Paid Social,Mobile,AU,1699,183,103,67,1.87
2026-01-10,Paid Social,Desktop,US,1225,102,61,32,0.95
2026-01-10,Organic Search,Mobile,UK,669,70,41,24,0.69
2026-01-10,Organic Search,Desktop,UK,823,78,57,34,0.84
2026-01-10,Email,Mobile,CA,348,45,29,15,0.76
2026-01-10,Email,Desktop,UK,1551,122,92,58,0.56
2026-01-10,Direct,Mobile,DE,1027,116,83,59,0.54
2026-01-10,Direct,Desktop,CA,715,93,63,29,0.61
2026-01-11,Paid Search,Mobile,CA,1247,172,109,74,0.46
2026-01-11,Paid Search,Desktop,DE,1075,155,110,55,0.74
2026-01-11,Paid Social,Mobile,CA,1063,151,101,67,1.85
2026-01-11,Paid Social,Desktop,AU,684,66,40,18,0.54
2026-01-11,Organic Search,Mobile,AU,810,87,61,28,1.44
2026-01-11,Organic Search,Desktop,AU,1090,132,93,46,1.37
2026-01-11,Email,Mobile,CA,1613,170,127,81,0.74
2026-01-11,Email,Desktop,AU,914,120,70,38,0.9
2026-01-11,Direct,Mobile,US,708,69,44,22,0.41
2026-01-11,Direct,Desktop,AU,998,77,50,30,1.92
2026-01-12,Paid Search,Mobile,UK,909,113,87,47,1.67
2026-01-12,Paid Search,Desktop,DE,886,130,79,53,0.42
2026-01-12,Paid Social,Mobile,UK,1080,133,85,59,1.39
2026-01-12,Paid Social,Desktop,CA,886,90,71,43,1.15
2026-01-12,Organic Search,Mobile,DE,995,116,79,52,0.93
2026-01-12,Organic Search,Desktop,US,859,117,95,67,0.72
2026-01-12,Email,Mobile,US,1479,202,158,106,0.53
2026-01-12,Email,Desktop,US,697,68,40,22,1.28
2026-01-12,Direct,Mobile,US,1020,118,82,45,1.83
2026-01-12,Direct,Desktop,UK,1230,86,47,32,1.48
2026-01-13,Paid Search,Mobile,UK,1468,166,112,72,1.08
2026-01-13,Paid Search,Desktop,US,923,82,49,34,0.69
2026-01-13,Paid Social,Mobile,AU,1054,113,87,53,1.66
2026-01-13,Paid Social,Desktop,CA,758,78,55,26,1.02
2026-01-13,Organic Search,Mobile,US,1163,129,72,37,0.53
2026-01-13,Organic Search,Desktop,DE,1290,136,76,38,1.15
2026-01-13,Email,Mobile,US,765,89,67,31,0.35
2026-01-13,Email,Desktop,UK,1155,143,112,68,1.46
2026-01-13,Direct,Mobile,DE,1112,132,94,60,1.49
2026-01-13,Direct,Desktop,AU,633,82,48,25,0.38
2026-01-14,Paid Search,Mobile,DE,1165,92,71,40,0.68
2026-01-14,Paid Search,Desktop,DE,803,63,49,23,0.41
2026-01-14,Paid Social,Mobile,DE,2109,199,149,100,0.53
2026-01-14,Paid Social,Desktop,US,908,75,56,26,0.98
2026-01-14,Organic Search,Mobile,CA,1091,135,78,48,1.42
2026-01-14,Organic Search,Desktop,CA,1580,152,94,52,1.54
2026-01-14,Email,Mobile,DE,1482,106,85,46,1.82
2026-01-14,Email,Desktop,US,412,47,33,22,1.8
2026-01-14,Direct,Mobile,CA,1450,159,117,62,1.94
2026-01-14,Direct,Desktop,AU,869,122,81,44,1.32
2026-01-15,Paid Search,Mobile,UK,1091,110,72,46,1.62
2026-01-15,Paid Search,Desktop,DE,798,90,54,31,1.32
2026-01-15,Paid Social,Mobile,AU,1482,210,127,81,1.6
2026-01-15,Paid Social,Desktop,DE,924,126,103,47,0.6
2026-01-15,Organic Search,Mobile,AU,218,19,11,6,1.44
2026-01-15,Organic Search,Desktop,US,960,104,67,37,1.76
2026-01-15,Email,Mobile,CA,1342,177,119,57,1.43
2026-01-15,Email,Desktop,UK,969,98,61,41,1.47
2026-01-15,Direct,Mobile,DE,1944,259,165,113,0.93
2026-01-15,Direct,Desktop,US,1427,122,98,60,0.36
2026-01-16,Paid Search,Mobile,UK,771,84,53,37,0.74
2026-01-16,Paid Search,Desktop,AU,896,67,49,29,1.33
2026-01-16,Paid Social,Mobile,UK,1627,134,97,50,1.79
2026-01-16,Paid Social,Desktop,DE,1262,97,73,34,0.85
2026-01-16,Organic Search,Mobile,US,958,114,93,52,1.24
2026-01-16,Organic Search,Desktop,AU,758,87,57,38,0.91
2026-01-16,Email,Mobile,AU,1168,94,63,30,0.42
2026-01-16,Email,Desktop,AU,834,119,67,32,1.69
2026-01-16,Direct,Mobile,AU,754,79,52,24,1.6
2026-01-16,Direct,Desktop,UK,1278,141,113,64,0.7
2026-01-17,Paid Search,Mobile,UK,1142,146,112,51,0.39
2026-01-17,Paid Search,Desktop,DE,1391,128,101,58,1.92
2026-01-17,Paid Social,Mobile,CA,1597,114,92,48,1.63
2026-01-17,Paid Social,Desktop,DE,843,116,73,38,1.66
2026-01-17,Organic Search,Mobile,US,1615,224,148,75,1.49
2026-01-17,Organic Search,Desktop,US,1354,202,126,61,1.17
2026-01-17,Email,Mobile,UK,1014,101,72,38,1.18
2026-01-17,Email,Desktop,CA,1192,119,71,49,1.57
2026-01-17,Direct,Mobile,AU,1319,181,101,71,1.55
2026-01-17,Direct,Desktop,US,834,96,60,34,0.51
2026-01-18,Paid Search,Mobile,DE,1452,212,118,63,0.45
2026-01-18,Paid Search,Desktop,US,1059,99,68,33,0.41
2026-01-18,Paid Social,Mobile,UK,970,97,59,31,1.55
2026-01-18,Paid Social,Desktop,AU,1271,116,77,49,0.7
2026-01-18,Organic Search,Mobile,CA,1061,97,67,35,0.36
2026-01-18,Organic Search,Desktop,UK,929,128,93,43,1.32
2026-01-18,Email,Mobile,UK,1608,159,115,73,1.44
2026-01-18,Email,Desktop,UK,1088,87,50,33,1.33
2026-01-18,Direct,Mobile,US,1311,92,60,32,1.42
2026-01-18,Direct,Desktop,UK,1076,122,68,42,0.84
2026-01-19,Paid Search,Mobile,US,649,59,44,25,1.6
2026-01-19,Paid Search,Desktop,CA,438,32,25,15,1.03
2026-01-19,Paid Social,Mobile,CA,1959,236,159,100,1.14
2026-01-19,Paid Social,Desktop,UK,543,56,34,16,0.38
2026-01-19,Organic Search,Mobile,UK,1581,114,69,39,1.07
2026-01-19,Organic Search,Desktop,AU,750,65,37,22,0.98
2026-01-19,Email,Mobile,CA,767,77,61,38,1.51
2026-01-19,Email,Desktop,US,821,82,62,29,1.71
2026-01-19,Direct,Mobile,AU,1202,99,70,39,0.92
2026-01-19,Direct,Desktop,US,683,59,34,19,0.77
2026-01-20,Paid Search,Mobile,AU,580,59,38,19,1.28
2026-01-20,Paid Search,Desktop,UK,838,114,83,40,1.58
2026-01-20,Paid Social,Mobile,CA,891,128,83,55,0.88
2026-01-20,Paid Social,Desktop,CA,798,76,45,30,0.56
2026-01-20,Organic Search,Mobile,US,1153,148,98,53,1.49
2026-01-20,Organic Search,Desktop,CA,588,50,35,22,1.67
2026-01-20,Email,Mobile,US,1011,91,51,28,1.13
2026-01-20,Email,Desktop,AU,1244,167,133,69,0.75
2026-01-20,Direct,Mobile,US,1567,135,110,56,1.85
2026-01-20,Direct,Desktop,DE,1497,210,153,76,1.82
2026-01-21,Paid Search,Mobile,UK,1758,228,164,93,1.79
2026-01-21,Paid Search,Desktop,UK,475,63,39,20,1.87
2026-01-21,Paid Social,Mobile,US,1166,109,75,51,0.81
2026-01-21,Paid Social,Desktop,DE,773,83,54,38,1.48
2026-01-21,Organic Search,Mobile,UK,878,90,61,33,1.48
2026-01-21,Organic Search,Desktop,US,979,98,55,32,1.07
2026-01-21,Email,Mobile,CA,1668,214,170,114,1.16
2026-01-21,Email,Desktop,UK,928,101,80,49,1.79
2026-01-21,Direct,Mobile,CA,1372,157,93,45,1.32
2026-01-21,Direct,Desktop,UK,1139,87,65,42,0.85
2026-01-22,Paid Search,Mobile,CA,1115,148,86,49,1.81
2026-01-22,Paid Search,Desktop,DE,1326,141,100,55,1.01
2026-01-22,Paid Social,Mobile,CA,1040,89,67,31,0.87
2026-01-22,Paid Social,Desktop,CA,1390,167,95,65,0.67
2026-01-22,Organic Search,Mobile,DE,1105,79,47,32,1.08
2026-01-22,Organic Search,Desktop,CA,1078,123,94,46,0.61
2026-01-22,Email,Mobile,UK,1040,123,94,53,1.03
2026-01-22,Email,Desktop,US,1158,105,83,43,0.62
2026-01-22,Direct,Mobile,DE,1310,117,75,45,1.42
2026-01-22,Direct,Desktop,CA,999,70,53,27,0.65
2026-01-23,Paid Search,Mobile,US,1865,196,134,67,1.16
2026-01-23,Paid Search,Desktop,US,913,106,63,32,1.28
2026-01-23,Paid Social,Mobile,CA,2028,288,179,89,0.47
2026-01-23,Paid Social,Desktop,CA,1040,126,81,48,1.2
2026-01-23,Organic Search,Mobile,UK,1942,215,148,103,0.78
2026-01-23,Organic Search,Desktop,UK,1555,198,118,77,1.79
2026-01-23,Email,Mobile,AU,1367,106,64,38,1.48
2026-01-23,Email,Desktop,CA,1277,172,133,63,1.75
2026-01-23,Direct,Mobile,CA,1051,122,86,44,1.52
2026-01-23,Direct,Desktop,DE,1513,205,131,69,0.81
2026-01-24,Paid Search,Mobile,US,1208,118,82,54,0.96
2026-01-24,Paid Search,Desktop,AU,1167,136,74,40,1.34
2026-01-24,Paid Social,Mobile,DE,1194,133,95,65,1.89
2026-01-24,Paid Social,Desktop,AU,1140,136,88,42,0.66
2026-01-24,Organic Search,Mobile,US,1891,277,158,94,0.68
2026-01-24,Organic Search,Desktop,AU,1224,111,87,60,1.82
2026-01-24,Email,Mobile,DE,793,80,57,34,1.07
2026-01-24,Email,Desktop,US,626,47,32,18,1.58
2026-01-24,Direct,Mobile,AU,533,63,41,26,1.74
2026-01-24,Direct,Desktop,DE,1000,98,79,41,1.26
2026-01-25,Paid Search,Mobile,CA,881,110,80,52,1.72
2026-01-25,Paid Search,Desktop,AU,1523,115,88,50,1.19
2026-01-25,Paid Social,Mobile,UK,1389,155,102,50,1.91
2026-01-25,Paid Social,Desktop,UK,1186,152,103,68,1.53
2026-01-25,Organic Search,Mobile,UK,1002,100,70,37,0.63
2026-01-25,Organic Search,Desktop,UK,936,121,92,53,0.81
2026-01-25,Email,Mobile,CA,949,70,43,21,0.66
2026-01-25,Email,Desktop,AU,881,85,48,23,0.96
2026-01-25,Direct,Mobile,AU,1569,184,103,59,0.65
2026-01-25,Direct,Desktop,CA,1251,114,80,48,1.33
2026-01-26,Paid Search,Mobile,UK,1835,142,103,62,0.38
2026-01-26,Paid Search,Desktop,DE,917,121,87,51,0.88
2026-01-26,Paid Social,Mobile,UK,1188,173,113,66,1.88
2026-01-26,Paid Social,Desktop,US,1113,93,60,27,0.95
2026-01-26,Organic Search,Mobile,UK,1053,135,109,64,1.72
2026-01-26,Organic Search,Desktop,CA,753,105,82,53,0.8
2026-01-26,Email,Mobile,CA,1084,144,116,69,0.47
2026-01-26,Email,Desktop,UK,857,69,55,30,0.74
2026-01-26,Direct,Mobile,CA,1271,158,121,68,1.47
2026-01-26,Direct,Desktop,AU,823,91,67,36,1.08
2026-01-27,Paid Search,Mobile,US,1121,114,84,43,1.83
2026-01-27,Paid Search,Desktop,CA,1117,143,112,53,1.5
2026-01-27,Paid Social,Mobile,DE,1140,128,98,65,0.36
2026-01-27,Paid Social,Desktop,DE,907,65,48,32,0.78
2026-01-27,Organic Search,Mobile,US,1056,101,73,39,1.39
2026-01-27,Organic Search,Desktop,AU,993,91,56,25,1.56
2026-01-27,Email,Mobile,CA,1255,125,94,50,1.85
2026-01-27,Email,Desktop,DE,885,119,89,41,0.53
2026-01-27,Direct,Mobile,AU,719,106,78,38,0.36
2026-01-27,Direct,Desktop,CA,944,96,67,32,1.59
2026-01-28,Paid Search,Mobile,AU,1659,130,84,56,1.04
2026-01-28,Paid Search,Desktop,UK,771,82,57,27,0.46
2026-01-28,Paid Social,Mobile,DE,1271,117,81,39,1.39
2026-01-28,Paid Social,Desktop,US,920,95,66,33,0.87
2026-01-28,Organic Search,Mobile,CA,1204,155,119,82,0.63
2026-01-28,Organic Search,Desktop,UK,1078,106,83,54,0.57
2026-01-28,Email,Mobile,DE,1654,227,143,90,1.04
2026-01-28,Email,Desktop,CA,1426,119,94,61,1.28
2026-01-28,Direct,Mobile,AU,1378,142,80,44,0.42
2026-01-28,Direct,Desktop,UK,769,103,59,31,1.67
2026-01-29,Paid Search,Mobile,DE,1554,141,103,66,0.42
2026-01-29,Paid Search,Desktop,AU,745,63,48,30,1.01
2026-01-29,Paid Social,Mobile,CA,574,76,47,24,1.21
2026-01-29,Paid Social,Desktop,AU,1494,220,139,86,1.14
2026-01-29,Organic Search,Mobile,CA,1514,226,175,111,1.19
2026-01-29,Organic Search,Desktop,UK,1352,185,139,96,1.09
2026-01-29,Email,Mobile,US,1582,208,136,92,1.26
2026-01-29,Email,Desktop,AU,644,82,61,42,1.18
2026-01-29,Direct,Mobile,CA,1425,160,88,63,1.22
2026-01-29,Direct,Desktop,CA,1237,130,83,48,1.93
2026-01-30,Paid Search,Mobile,AU,1819,216,169,85,0.46
2026-01-30,Paid Search,Desktop,CA,1153,105,67,41,1.04
2026-01-30,Paid Social,Mobile,AU,1108,147,118,81,0.65
2026-01-30,Paid Social,Desktop,AU,843,61,40,18,0.36
2026-01-30,Organic Search,Mobile,AU,883,120,74,37,0.6
2026-01-30,Organic Search,Desktop,CA,1278,106,71,45,1.25
2026-01-30,Email,Mobile,CA,1000,141,111,72,0.97
2026-01-30,Email,Desktop,US,766,78,46,24,0.37
2026-01-30,Direct,Mobile,AU,1095,116,65,46,1.01
2026-01-30,Direct,Desktop,DE,510,69,50,34,0.85
2026-01-31,Paid Search,Mobile,US,819,122,98,65,0.41
2026-01-31,Paid Search,Desktop,DE,1152,106,84,47,0.6
2026-01-31,Paid Social,Mobile,DE,1404,182,147,100,1.67
2026-01-31,Paid Social,Desktop,UK,1112,160,104,64,0.68
2026-01-31,Organic Search,Mobile,CA,1511,219,171,117,1.75
2026-01-31,Organic Search,Desktop,CA,1018,146,117,74,1.67
2026-01-31,Email,Mobile,DE,955,89,56,30,1.82
2026-01-31,Email,Desktop,DE,749,74,55,38,1.82
2026-01-31,Direct,Mobile,UK,803,64,39,23,1.55
2026-01-31,Direct,Desktop,UK,442,61,39,21,1.19
2026-02-01,Paid Search,Mobile,US,1125,111,64,41,0.4
2026-02-01,Paid Search,Desktop,AU,1518,150,116,76,0.83
2026-02-01,Paid Social,Mobile,AU,556,65,44,20,0.58
2026-02-01,Paid Social,Desktop,UK,969,81,51,28,1.78
2026-02-01,Organic Search,Mobile,US,1528,131,97,56,0.37
2026-02-01,Organic Search,Desktop,DE,1025,105,72,49,1.3
2026-02-01,Email,Mobile,DE,1092,94,58,30,0.47
2026-02-01,Email,Desktop,AU,372,30,21,14,1.25
2026-02-01,Direct,Mobile,DE,1216,143,100,66,1.75
2026-02-01,Direct,Desktop,DE,873,128,104,60,0.94
2026-02-02,Paid Search,Mobile,CA,1014,110,80,55,1.08
2026-02-02,Paid Search,Desktop,UK,979,96,73,51,1.06
2026-02-02,Paid Social,Mobile,CA,957,121,97,66,0.63
2026-02-02,Paid Social,Desktop,CA,1294,167,121,73,1.65
2026-02-02,Organic Search,Mobile,DE,1741,249,149,92,0.56
2026-02-02,Organic Search,Desktop,DE,1356,125,90,58,0.78
2026-02-02,Email,Mobile,CA,1222,152,108,59,1.41
2026-02-02,Email,Desktop,DE,492,47,27,16,1.39
2026-02-02,Direct,Mobile,US,863,119,92,42,1.84
2026-02-02,Direct,Desktop,UK,1020,85,60,34,1.66
2026-02-03,Paid Search,Mobile,CA,1113,137,79,49,1.57
2026-02-03,Paid Search,Desktop,DE,1567,149,106,60,0.37
2026-02-03,Paid Social,Mobile,UK,897,133,80,38,0.6
2026-02-03,Paid Social,Desktop,CA,522,52,41,21,1.14
2026-02-03,Organic Search,Mobile,CA,1249,164,96,62,0.49
2026-02-03,Organic Search,Desktop,US,850,99,70,40,1.18
2026-02-03,Email,Mobile,AU,1884,210,157,99,0.61
2026-02-03,Email,Desktop,AU,964,68,45,31,1.94
2026-02-03,Direct,Mobile,US,831,88,60,31,1.55
2026-02-03,Direct,Desktop,DE,400,40,31,20,0.65
2026-02-04,Paid Search,Mobile,DE,699,90,58,30,1.15
2026-02-04,Paid Search,Desktop,UK,902,86,57,38,1.93
2026-02-04,Paid Social,Mobile,UK,1414,203,132,86,1.84
2026-02-04,Paid Social,Desktop,CA,1104,119,97,57,0.9
